NIVEL_WPS	CODIGO_WPS	QTDE_WPS	DESCRICAO_WPS	LARG_WPS	ALT_WPS	PROF_WPS	COMP_WPS	MATERIAL_WPS	USINAGEM_1_WPS	USINAGEM_2_WPS	LARG_TOP	CATEGORIA	IMAGEN	
2	ENGROSSO066000150070	2	ENGROSSO HOR PAINEL _4P	2312	70	15	70	15_SOBRA			2312		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1004298.BMP	
3	15_SOBRA	0.16	15_SOBRA	70	15	0	2312	15_SOBRA			2312	ARAUCO		
2	ENGROSSO066000150070	1	ENGROSSO HOR PAINEL _4P	2172	70	15	70	15_SOBRA			2172		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1004304.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2172	15_SOBRA			2172	ARAUCO		
1	PA02	1	PAINEL HORIZONTAL	2312	450	15	450				2312			
2	PAINELH100000150800	1	PAINEL HOR INF 2_5	2312	450	15	450	15_CINZA_PURO			2312		C:\Nesting\LIVING\IMG_COMP\PAINELHORINF-1-1004310.BMP	
3	15_CINZA_PURO	1.04	15_CINZA_PURO	450	15	0	2312	15_CINZA_PURO			2312	ARAUCO		
3	ABS_CINZA_PURO_22	2.31	ABS_CINZA_PURO_22	2312	0	0	0	ABS_CINZA_PURO_22			2312			
2	ENGROSSO066000150070	2	ENGROSSO HOR PAINEL _4P	2312	70	15	70	15_SOBRA			2312		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1004314.BMP	
3	15_SOBRA	0.16	15_SOBRA	70	15	0	2312	15_SOBRA			2312	ARAUCO		
2	ENGROSSO066000150070	1	ENGROSSO HOR PAINEL _4P	2172	70	15	70	15_SOBRA			2172		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1004320.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2172	15_SOBRA			2172	ARAUCO		
1	PA02	1	PAINEL HORIZONTAL	2312	390	15	390				2312			
2	PAINELH100000150800	1	PAINEL HOR INF 2_5	2312	390	15	390	15_CINZA_PURO			2312		C:\Nesting\LIVING\IMG_COMP\PAINELHORINF-1-1004326.BMP	
3	15_CINZA_PURO	0.90	15_CINZA_PURO	390	15	0	2312	15_CINZA_PURO			2312	ARAUCO		
3	ABS_CINZA_PURO_22	2.31	ABS_CINZA_PURO_22	2312	0	0	0	ABS_CINZA_PURO_22			2312			
2	ENGROSSO066000150070	2	ENGROSSO HOR PAINEL _4P	2312	70	15	70	15_SOBRA			2312		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1004330.BMP	
3	15_SOBRA	0.16	15_SOBRA	70	15	0	2312	15_SOBRA			2312	ARAUCO		
2	ENGROSSO066000150070	1	ENGROSSO HOR PAINEL _4P	2172	70	15	70	15_SOBRA			2172		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1004336.BMP	
3	15_SOBRA	0.15	15_SOBRA	70	15	0	2172	15_SOBRA			2172	ARAUCO		
1	TA01	1	TAMPONAMENTO VERTICAL	18	390	500	390				18			
2	TAMPDV001505001000	1	TAMP D VER BAG SUP FUN INF _1	15	390	500	390	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPDVERBAGS-1-1004343.BMP	
3	15_ESCARLATE	0.20	15_ESCARLATE	500	15	0	390	15_ESCARLATE			390	ARAUCO		
2	TAMPEV001505001000	1	TAMP E VER BAG SUP FUN INF _1	15	390	500	390	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPEVERBAGS-1-1004346.BMP	
3	15_ESCARLATE	0.20	15_ESCARLATE	500	15	0	390	15_ESCARLATE			390	ARAUCO		
2	BAGUETE	2	BAGUETE	15	15	460	15				15			
2	BAGUETE	1	BAGUETE	15	370	15	370				15			
2	TAMPVER006005001000	1	FT TAMP VER FRE 1_2_5	30	390	500	390	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTTAMPVERFRE-1-1004359.BMP	
3	30_ESCARLATE	0.20	30_ESCARLATE	500	30	0	390	30_ESCARLATE			390	ARAUCO		
3	ABS_ESCARLATE_35	0.39	ABS_ESCARLATE_35	390	0	0	0	ABS_ESCARLATE_35			390			
1	TA01	1	TAMPONAMENTO VERTICAL	18	390	500	390				18			
2	TAMPDV001505001000	1	TAMP D VER BAG SUP FUN INF _1	15	390	500	390	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPDVERBAGS-1-1004366.BMP	
3	15_ESCARLATE	0.20	15_ESCARLATE	500	15	0	390	15_ESCARLATE			390	ARAUCO		
2	TAMPEV001505001000	1	TAMP E VER BAG SUP FUN INF _1	15	390	500	390	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPEVERBAGS-1-1004369.BMP	
3	15_ESCARLATE	0.20	15_ESCARLATE	500	15	0	390	15_ESCARLATE			390	ARAUCO		
2	BAGUETE	2	BAGUETE	15	15	460	15				15			
2	BAGUETE	1	BAGUETE	15	370	15	370				15			
2	TAMPVER006005001000	1	FT TAMP VER FRE 1_2_5	30	390	500	390	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTTAMPVERFRE-1-1004382.BMP	
3	30_ESCARLATE	0.20	30_ESCARLATE	500	30	0	390	30_ESCARLATE			390	ARAUCO		
3	ABS_ESCARLATE_35	0.39	ABS_ESCARLATE_35	390	0	0	0	ABS_ESCARLATE_35			390			
1	TA01	1	TAMPONAMENTO VERTICAL	18	385	500	385				18			
2	TAMPDV001505001000	1	TAMP D VER BAG SUP FUN INF _1	15	385	500	385	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPDVERBAGS-1-1004389.BMP	
3	15_ESCARLATE	0.19	15_ESCARLATE	500	15	0	385	15_ESCARLATE			385	ARAUCO		
2	TAMPEV001505001000	1	TAMP E VER BAG SUP FUN INF _1	15	385	500	385	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPEVERBAGS-1-1004392.BMP	
3	15_ESCARLATE	0.19	15_ESCARLATE	500	15	0	385	15_ESCARLATE			385	ARAUCO		
2	BAGUETE	2	BAGUETE	15	15	460	15				15			
2	BAGUETE	1	BAGUETE	15	365	15	365				15			
2	TAMPVER006005001000	1	FT TAMP VER FRE 1_2_5	30	385	500	385	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTTAMPVERFRE-1-1004405.BMP	
3	30_ESCARLATE	0.19	30_ESCARLATE	500	30	0	385	30_ESCARLATE			385	ARAUCO		
3	ABS_ESCARLATE_35	0.39	ABS_ESCARLATE_35	385	0	0	0	ABS_ESCARLATE_35			385			
1	TA01	1	TAMPONAMENTO VERTICAL	18	385	500	385				18			
2	TAMPDV001505001000	1	TAMP D VER BAG SUP FUN INF _1	15	385	500	385	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPDVERBAGS-1-1004412.BMP	
3	15_ESCARLATE	0.19	15_ESCARLATE	500	15	0	385	15_ESCARLATE			385	ARAUCO		
2	TAMPEV001505001000	1	TAMP E VER BAG SUP FUN INF _1	15	385	500	385	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPEVERBAGS-1-1004415.BMP	
3	15_ESCARLATE	0.19	15_ESCARLATE	500	15	0	385	15_ESCARLATE			385	ARAUCO		
2	BAGUETE	2	BAGUETE	15	15	460	15				15			
2	BAGUETE	1	BAGUETE	15	365	15	365				15			
2	TAMPVER006005001000	1	FT TAMP VER FRE 1_2_5	30	385	500	385	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTTAMPVERFRE-1-1004428.BMP	
3	30_ESCARLATE	0.19	30_ESCARLATE	500	30	0	385	30_ESCARLATE			385	ARAUCO		
3	ABS_ESCARLATE_35	0.39	ABS_ESCARLATE_35	385	0	0	0	ABS_ESCARLATE_35			385			
1	TA01	1	TAMPONAMENTO VERTICAL	18	450	500	450				18			
2	TAMPDV001505001000	1	TAMP D VER BAG SUP FUN INF _1	15	450	500	450	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPDVERBAGS-1-1004435.BMP	
3	15_ESCARLATE	0.23	15_ESCARLATE	500	15	0	450	15_ESCARLATE			450	ARAUCO		
2	TAMPEV001505001000	1	TAMP E VER BAG SUP FUN INF _1	15	450	500	450	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPEVERBAGS-1-1004438.BMP	
3	15_ESCARLATE	0.23	15_ESCARLATE	500	15	0	450	15_ESCARLATE			450	ARAUCO		
2	BAGUETE	2	BAGUETE	15	15	460	15				15			
2	BAGUETE	1	BAGUETE	15	430	15	430				15			
2	TAMPVER006005001000	1	FT TAMP VER FRE 1_2_5	30	450	500	450	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTTAMPVERFRE-1-1004451.BMP	
3	30_ESCARLATE	0.23	30_ESCARLATE	500	30	0	450	30_ESCARLATE			450	ARAUCO		
3	ABS_ESCARLATE_35	0.45	ABS_ESCARLATE_35	450	0	0	0	ABS_ESCARLATE_35			450			
1	TA01	1	TAMPONAMENTO VERTICAL	18	450	500	450				18			
2	TAMPDV001505001000	1	TAMP D VER BAG SUP FUN INF _1	15	450	500	450	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPDVERBAGS-1-1004458.BMP	
3	15_ESCARLATE	0.23	15_ESCARLATE	500	15	0	450	15_ESCARLATE			450	ARAUCO		
2	TAMPEV001505001000	1	TAMP E VER BAG SUP FUN INF _1	15	450	500	450	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\TAMPEVERBAGS-1-1004461.BMP	
3	15_ESCARLATE	0.23	15_ESCARLATE	500	15	0	450	15_ESCARLATE			450	ARAUCO		
2	BAGUETE	2	BAGUETE	15	15	460	15				15			
2	BAGUETE	1	BAGUETE	15	430	15	430				15			
2	TAMPVER006005001000	1	FT TAMP VER FRE 1_2_5	30	450	500	450	30_ESCARLATE			30		C:\Nesting\LIVING\IMG_COMP\FTTAMPVERFRE-1-1004474.BMP	
3	30_ESCARLATE	0.23	30_ESCARLATE	500	30	0	450	30_ESCARLATE			450	ARAUCO		
3	ABS_ESCARLATE_35	0.45	ABS_ESCARLATE_35	450	0	0	0	ABS_ESCARLATE_35			450			
1	AV01	1	ARREMATE	31	2486	18	2486				31			
2	ARREMATE005000180800	1	ARREMATE _5	31	2486	18	2486	18_ESCARLATE			31		C:\Nesting\LIVING\IMG_COMP\ARREMATE_5-1-1004479.BMP	
3	18_ESCARLATE	0.08	18_ESCARLATE	31	18	0	2486	18_ESCARLATE			2486	ARAUCO		
1	AV01	1	ARREMATE	65	2486	18	2486				65			
2	ARREMATE005000180800	1	ARREMATE _5	65	2486	18	2486	18_ESCARLATE			65		C:\Nesting\LIVING\IMG_COMP\ARREMATE_5-1-1004484.BMP	
3	18_ESCARLATE	0.16	18_ESCARLATE	65	18	0	2486	18_ESCARLATE			2486	ARAUCO		
1	AV02	1	RODATETO	1618	51	450	51				1618			
2	ACABAMEN154000180080	1	ACABAMENTO RODATETO _5	1618	51	18	51	18_ESCARLATE			1618		C:\Nesting\LIVING\IMG_COMP\ACABAMENTORO-1-1004489.BMP	
3	18_ESCARLATE	0.08	18_ESCARLATE	51	18	0	1618	18_ESCARLATE			1618	ARAUCO		
1	AV02	1	RODATETO	1928	51	450	51				1928			
2	ACABAMEN154000180080	1	ACABAMENTO RODATETO _5	1928	51	18	51	18_ESCARLATE			1928		C:\Nesting\LIVING\IMG_COMP\ACABAMENTORO-1-1004494.BMP	
3	18_ESCARLATE	0.10	18_ESCARLATE	51	18	0	1928	18_ESCARLATE			1928	ARAUCO		
1	AV03	1	RODAPÉ	3546	80	515	80				3546			
2	RODAPEF150000180080	4	RODAPE FRONTAL 4C_5	1770	80	18	80	18_SOBRA			1770		C:\Nesting\LIVING\IMG_COMP\RODAPEFRONTA-1-1004500.BMP	
3	18_SOBRA	0.14	18_SOBRA	80	18	0	1770	18_SOBRA			1770	ARAUCO		
2	RODAPEV001804640080	6	RODAPE VERTICAL 4C_5	18	80	429	80	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\RODAPEVERTIC-1-1004506.BMP	
3	18_SOBRA	0.03	18_SOBRA	80	18	0	429	18_SOBRA			429	ARAUCO		
2	RODAPEH008004640018	4	RODAPE HORIZONTAL 4C_5	80	18	429	18	18_SOBRA			80		C:\Nesting\LIVING\IMG_COMP\RODAPEHORIZO-1-1004512.BMP	
3	18_SOBRA	0.03	18_SOBRA	80	18	0	429	18_SOBRA			429	ARAUCO		
2	ACABAMEN154000180080	2	ACABAMENTO RODAPE _5	1773	80	18	80	18_ESCARLATE			1773		C:\Nesting\LIVING\IMG_COMP\ACABAMENTORO-1-1004543.BMP	
3	18_ESCARLATE	0.14	18_ESCARLATE	80	18	0	1773	18_ESCARLATE			1773	ARAUCO		
1	PP05	1	ALIZAR MEIO ESQUADRIA	745	2186	15	2186				745			
2	ALIZARM007000152150	1	ALIZAR MEIO ESQ LE 2_4P_5	70	2186	15	2186	15_ESCARLATE			70		C:\Nesting\LIVING\IMG_COMP\ALIZARMEIOES-1-1004551.BMP	
3	15_ESCARLATE	0.15	15_ESCARLATE	70	15	0	2186	15_ESCARLATE			2186	ARAUCO		
3	ABS_ESCARLATE_22	4.44	ABS_ESCARLATE_22	4442	0	0	0	ABS_ESCARLATE_22			4442			
2	ALIZARM007000152150	1	ALIZAR MEIO ESQ LD 2_4P_5	70	2186	15	2186	15_ESCARLATE			70		C:\Nesting\LIVING\IMG_COMP\ALIZARMEIOES-1-1004554.BMP	
3	15_ESCARLATE	0.15	15_ESCARLATE	70	15	0	2186	15_ESCARLATE			2186	ARAUCO		
3	ABS_ESCARLATE_22	4.44	ABS_ESCARLATE_22	4442	0	0	0	ABS_ESCARLATE_22			4442			
2	ALIZARM090000150070	1	ALIZAR MEIO ESQ SUP 2_4P_5	745	70	15	70	15_ESCARLATE			745		C:\Nesting\LIVING\IMG_COMP\ALIZARMEIOES-1-1004557.BMP	
3	15_ESCARLATE	0.05	15_ESCARLATE	70	15	0	745	15_ESCARLATE			745	ARAUCO		
3	ABS_ESCARLATE_22	1.49	ABS_ESCARLATE_22	1490	0	0	0	ABS_ESCARLATE_22			1490			
1	PERFIL_15X15_ESPECIAL	2	PERFIL 25x12 PAINEL	70	25	12	25				70			
1	PERFIL_15X15_ESPECIAL	4	PERFIL 25x12 PAINEL	16	25	12	25				16			
1	PP04	1	PORTA PASSAGEM NOVA	1095	2230	150	2230				1095			
2	PORTALL001803001964	2	PORTAL LATERAL 2_5	15	2200	150	2200	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\PORTALLATERA-1-1004575.BMP	
3	15_ESCARLATE	0.33	15_ESCARLATE	150	15	0	2200	15_ESCARLATE			2200	ARAUCO		
3	ABS_ESCARLATE_22	4.55	ABS_ESCARLATE_22	4550	0	0	0	ABS_ESCARLATE_22			4550			
2	PORTALS100003000018	2	PORTAL SUP ENG _1	1095	15	150	15	15_ESCARLATE			1095		C:\Nesting\LIVING\IMG_COMP\PORTALSUPENG-1-1004582.BMP	
3	15_ESCARLATE	0.16	15_ESCARLATE	150	15	0	1095	15_ESCARLATE			1095	ARAUCO		
2	PORTALS100003000036	1	PORTAL SUP 30MM 1_2_5	1095	30	150	30	30_ESCARLATE			1095		C:\Nesting\LIVING\IMG_COMP\PORTALSUP30M-1-1004588.BMP	
3	30_ESCARLATE	0.16	30_ESCARLATE	150	30	0	1095	30_ESCARLATE			1095	ARAUCO		
3	ABS_ESCARLATE_35	2.19	ABS_ESCARLATE_35	2190	0	0	0	ABS_ESCARLATE_35			2190			
2	PORTAPI100001500001	1	ABERTURA DA PORTA	1095	1	150	1				1095			
2	FTPORTA096400362449	1	FT PORTA PIVO CAVA LE 36MM 1_2_4P_5	1057	2185	36	2185	36_ESCARLATE			1057		C:\Nesting\LIVING\IMG_COMP\FTPORTAPIVOC-1-1004598.BMP	
3	36_ESCARLATE	2.31	36_ESCARLATE	1057	36	0	2185	36_ESCARLATE			2185	ARAUCO		
3	ABS_ESCARLATE_63	6.48	ABS_ESCARLATE_63	6484	0	0	0	ABS_ESCARLATE_63			6484			
2	PORTAPI096400152449	1	PORTA PIVO CAVA LE 15MM 4P_1	1057	2185	15	2185	15_ESCARLATE			1057		C:\Nesting\LIVING\IMG_COMP\PORTAPIVOCAV-1-1004601.BMP	
3	15_ESCARLATE	2.31	15_ESCARLATE	1057	15	0	2185	15_ESCARLATE			2185	ARAUCO		
3	ABS_ESCARLATE_22	6.48	ABS_ESCARLATE_22	6484	0	0	0	ABS_ESCARLATE_22			6484			
2	PORTAPI096400182449	1	PORTA PIVO CAVA LE 18MM ENG 4P_1	1057	2185	18	2185	18_ESCARLATE			1057		C:\Nesting\LIVING\IMG_COMP\PORTAPIVOCAV-1-1004604.BMP	
3	18_ESCARLATE	2.31	18_ESCARLATE	1057	18	0	2185	18_ESCARLATE			2185	ARAUCO		
2	ENGVER015000182449	2	ENG VER PORTA PASSAGEM 4P_1	150	2185	18	2185	18_ESCARLATE			150		C:\Nesting\LIVING\IMG_COMP\ENGVERPORTAP-1-1004611.BMP	
3	18_ESCARLATE	0.33	18_ESCARLATE	150	18	0	2185	18_ESCARLATE			2185	ARAUCO		
2	ENGHOR066400180150	2	ENG HOR PORTA PASSAGEM 4P_1	757	150	18	150	18_ESCARLATE			757		C:\Nesting\LIVING\IMG_COMP\ENGHORPORTAP-1-1004617.BMP	
3	18_ESCARLATE	0.11	18_ESCARLATE	150	18	0	757	18_ESCARLATE			757	ARAUCO		
2	METALON_30x20_VER	2	METALON VERTICAL	30	1885	20	1885				30			
2	METALON_30x20_HOR	2	METALON HORIZONTAL	697	30	20	30				697			
2	DOBRADICA_PIVOTANTE	1	PINO PIVOTANTE	50	36	22	36				50			
2	DOBRADICA_PIVOTANTE	1	PINO PIVOTANTE INFERIOR	50	36	22	36				50			
1	PA01	1	PAINEL VERTICAL	499	2481	15	2481				499			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	499	2481	15	2481	15_ESCARLATE			499		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1004646.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	499	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	2.98	ABS_ESCARLATE_22	2980	0	0	0	ABS_ESCARLATE_22			2980			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	499	25	12	25				499			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1004655.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
